customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,avg_monthly_charge,is_high_value,tenure_group,num_services,churn_binary
8711-LOBKY,Male,False,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1188.25,No,20.139830508474578,False,49-72m,0,0
9134-CEQMF,Male,True,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,676.7,Yes,96.67142857142858,True,0-12m,2,1
8985-OOPOS,Female,False,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.1,74.1,No,74.1,True,0-12m,4,0
8800-ZKRFW,Female,False,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,3242.5,No,108.08333333333333,True,25-48m,5,0
2616-FLVQC,Male,False,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1240.15,No,19.37734375,False,49-72m,0,0
9968-FFVVH,Male,False,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,4111.35,No,65.25952380952381,False,49-72m,4,0
3108-PCCGG,Male,True,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.45,5899.85,No,81.94236111111111,True,49-72m,5,0
7993-PYKOF,Male,False,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,632.95,Yes,79.11875,True,0-12m,1,1
8390-FESFV,Female,False,No,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.5,5193.2,No,83.76129032258065,True,49-72m,5,0
3022-BEXHZ,Male,False,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.2,7530.8,No,112.4,True,49-72m,5,0
5027-XWQHA,Male,False,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,270.95,Yes,45.15833333333333,False,0-12m,0,1
6248-TKCQV,Female,False,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,5460.2,No,78.00285714285714,True,49-72m,4,0
6729-GDNGC,Female,True,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.7,1614.2,No,80.71000000000001,True,13-24m,1,0
6198-ZFIOJ,Female,False,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,402.5,No,80.5,True,0-12m,0,0
5989-OMNJE,Female,False,Yes,Yes,24,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,57.6,1367.75,No,56.989583333333336,False,13-24m,5,0
4566-QVRRW,Female,False,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.05,483.7,Yes,43.97272727272727,False,0-12m,0,1
1291-CUOCY,Male,False,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.6,7962.2,No,110.58611111111111,True,49-72m,5,0
9795-SHUHB,Female,False,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.2,3810.8,No,57.73939393939394,False,49-72m,3,0
3230-IUALN,Female,False,Yes,Yes,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81.0,3533.6,No,78.52444444444444,True,25-48m,5,0
0042-RLHYP,Female,False,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1396.9,No,20.244927536231884,False,49-72m,0,0
8519-IMDHU,Male,True,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55,Yes,89.70333333333333,True,13-24m,1,1
4945-RVMTE,Female,False,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,No,58.801785714285714,False,25-48m,2,0
0201-OAMXR,Female,False,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55,8127.6,Yes,116.10857142857144,True,49-72m,6,1
1866-NXPSP,Female,False,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55,2680.15,No,74.44861111111112,True,25-48m,5,0
3372-KWFBM,Male,True,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.6,1281.0,Yes,80.0625,True,13-24m,1,1
7831-QGOXH,Female,False,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,1553.9,Yes,86.32777777777778,True,13-24m,1,1
6393-WRYZE,Female,False,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.65,3207.55,Yes,94.33970588235294,True,25-48m,2,1
3941-XTSKM,Male,False,Yes,Yes,42,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.1,2049.05,No,48.786904761904765,False,25-48m,3,0
1661-CZBAU,Male,False,No,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.95,3629.2,No,75.60833333333333,True,25-48m,3,0
6599-RCLCJ,Male,False,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55,5124.55,Yes,109.03297872340426,True,25-48m,5,1
9831-BPFRI,Female,False,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.55,3474.45,Yes,89.08846153846153,True,25-48m,3,1
5158-RIVOP,Female,False,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,202.3,No,18.39090909090909,False,0-12m,0,0
9788-YTFGE,Male,False,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,147.5,No,21.071428571428573,False,0-12m,0,0
9277-JOOMO,Female,False,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.6,86.35,No,28.78333333333333,False,0-12m,0,0
1907-YLNYW,Male,False,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.7,579.0,No,72.375,False,0-12m,3,0
1725-MIMXW,Male,False,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.45,19.45,Yes,19.45,False,0-12m,0,1
8947-YRTDV,Male,False,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.8,3131.55,No,97.8609375,True,25-48m,4,0
3161-ONRWK,Male,False,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.85,3928.3,No,65.47166666666666,False,49-72m,4,0
0114-RSRRW,Female,False,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.95,187.75,No,18.775,False,0-12m,0,0
4565-NLZBV,Female,False,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,1710.15,No,24.086619718309862,False,49-72m,0,0
0031-PVLZI,Female,False,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,76.35,Yes,19.0875,False,0-12m,0,1
7206-GZCDC,Female,True,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes,69.25,False,0-12m,0,1
6682-VCIXC,Female,False,Yes,Yes,43,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,2151.6,No,50.03720930232558,False,25-48m,4,0
4791-QRGMF,Male,False,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,5961.1,Yes,101.035593220339,True,49-72m,3,1
6475-VHUIZ,Female,False,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,1221.55,No,53.11086956521739,False,13-24m,2,0
3910-MRQOY,Female,False,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.4,1496.45,No,20.78402777777778,False,49-72m,0,0
0661-WCQNQ,Male,False,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,1292.2,No,58.73636363636364,False,13-24m,2,0
7537-RBWEA,Female,False,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.15,25.15,No,25.15,False,0-12m,0,0
4656-CAURT,Male,False,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1713.1,No,24.827536231884057,False,49-72m,0,0
0121-SNYRK,Male,False,No,No,50,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,1748.9,No,34.978,False,49-72m,2,0
1768-ZAIFU,Female,True,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,Yes,25.2,False,0-12m,0,1
4671-LXRDQ,Male,False,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,96.45,Yes,48.225,False,0-12m,0,1
3733-LSYCE,Female,False,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.35,1114.55,No,74.30333333333333,True,13-24m,1,0
6265-FRMTQ,Male,False,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,609.1,No,19.648387096774194,False,25-48m,0,0
1934-SJVJK,Male,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,Yes,20.15,False,0-12m,0,1
3838-OZURD,Male,False,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,Yes,108.07954545454545,True,49-72m,4,1
9269-CQOOL,Male,False,No,Yes,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.7,169.45,Yes,56.48333333333333,False,0-12m,1,1
2017-CCBLH,Female,False,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,141.6,No,17.7,False,0-12m,0,0
7690-KPNCU,Male,False,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,4688.65,No,73.26015625,True,49-72m,4,0
0536-BGFMZ,Female,False,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,563.05,No,20.10892857142857,False,25-48m,0,0
2293-IJWPS,Female,False,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,5985.0,No,105.0,True,49-72m,3,0
2845-HSJCY,Female,False,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,Yes,89.89999999999999,True,13-24m,2,1
5469-NUJUR,Male,False,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,373.5,No,19.657894736842106,False,13-24m,0,0
1184-PJVDB,Male,False,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,857.2,Yes,85.72,True,0-12m,1,1
2625-TRCZQ,Female,False,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.65,2553.35,No,50.0656862745098,False,49-72m,3,0
4102-HLENU,Female,False,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.65,4322.85,No,64.52014925373135,False,49-72m,3,0
7266-GSSJX,Male,False,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.45,250.8,No,22.8,False,0-12m,0,0
7722-VJRQD,Male,False,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,4549.05,No,63.181250000000006,False,49-72m,5,0
7073-QETQY,Male,False,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.35,1359.5,No,20.598484848484848,False,49-72m,0,0
9415-DPEWS,Female,False,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.35,1639.3,Yes,91.07222222222222,True,13-24m,2,1
5624-RYAMH,Female,False,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.5,178.85,No,19.87222222222222,False,0-12m,0,0
0196-JTUQI,Female,False,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,633.85,No,70.42777777777778,True,0-12m,0,0
7130-YXBRO,Male,False,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.45,5315.1,No,110.73125,True,25-48m,5,0
9272-LSVYH,Male,False,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.15,735.5,No,73.55,False,0-12m,0,0
7943-RQCHR,Female,False,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,889.9,Yes,98.87777777777778,True,0-12m,2,1
3793-MMFUH,Female,True,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,1290.0,Yes,99.23076923076923,True,13-24m,2,1
3249-ZPQRG,Male,False,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.45,330.05,Yes,82.5125,True,0-12m,1,1
2568-BRGYX,Male,False,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,237.95,Yes,59.4875,False,0-12m,0,1
3084-DOWLE,Female,False,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6474.4,No,89.92222222222222,True,49-72m,6,0
1084-MNSMJ,Female,False,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,4421.95,No,86.70490196078431,True,49-72m,6,0
7721-JXEAW,Male,False,Yes,No,59,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7,Yes,41.57118644067796,False,49-72m,2,1
7249-WBIYX,Male,False,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,813.85,Yes,81.385,True,0-12m,1,1
4238-HFHSN,Male,True,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.15,4904.85,No,80.40737704918034,True,49-72m,1,0
6250-CGGUN,Male,False,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,84.4,4484.05,No,83.03796296296296,True,49-72m,3,0
5478-JJVZK,Female,False,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,2033.85,No,61.631818181818176,False,25-48m,2,0
7596-IIWYC,Female,False,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.25,538.2,No,19.933333333333334,False,25-48m,0,0
6567-HOOPW,Female,True,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2,79.2,Yes,79.2,True,0-12m,1,1
9793-WECQC,Male,False,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.3,2192.9,No,95.34347826086957,True,13-24m,3,0
4291-HPAXL,Male,False,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,No,19.85,False,0-12m,0,0
8999-YPYBV,Male,False,Yes,Yes,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.35,3858.05,No,85.73444444444445,True,25-48m,6,0
1839-FBNFR,Female,False,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.85,854.8,No,21.91794871794872,False,25-48m,0,0
3164-AALRN,Male,False,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.0,347.4,Yes,69.47999999999999,False,0-12m,3,1
3071-MVJCD,Male,False,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,5815.15,No,80.76597222222222,True,49-72m,5,0
1697-BCSHV,Female,False,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.8,3970.4,No,68.45517241379311,False,49-72m,2,0
0562-KBDVM,Female,False,No,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,3058.15,No,43.68785714285715,False,49-72m,4,0
1131-SUEKT,Male,False,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,6145.2,No,100.74098360655738,True,49-72m,4,0
3717-OEAUQ,Male,False,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.7,129.2,No,64.6,True,0-12m,0,0
4538-WNTMJ,Female,False,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.95,1165.9,No,25.345652173913045,False,25-48m,0,0
3334-CTHOL,Female,False,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,Yes,49.95,False,0-12m,0,1
4704-ERYFC,Female,False,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,1554.0,Yes,70.63636363636364,False,13-24m,0,1
9432-RUVSL,Female,False,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904.25,No,102.171875,True,25-48m,5,0
8060-HIWJJ,Male,False,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,5632.55,No,88.00859375,True,49-72m,5,0
7684-XSZIY,Male,False,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1643.25,No,22.822916666666668,False,49-72m,0,0
9089-UOWJG,Female,False,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,740.55,No,61.7125,False,0-12m,2,0
8621-MNIHH,Female,True,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,Yes,94.63382352941177,True,25-48m,3,1
8039-ACLPL,Female,False,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.75,4888.2,No,67.89166666666667,False,49-72m,4,0
9885-AIBVB,Male,False,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.8,2440.25,No,84.14655172413794,True,25-48m,2,0
1934-MKPXS,Male,False,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,620.55,No,18.804545454545455,False,25-48m,0,0
2592-YKDIF,Female,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,20.35,No,20.35,False,0-12m,0,0
2272-JKMSI,Female,False,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.8,6840.95,No,110.33790322580644,True,49-72m,5,0
0471-LVHGK,Male,False,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,73.0,3001.2,Yes,73.19999999999999,True,25-48m,3,1
9518-RWHZL,Female,False,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,6254.2,Yes,97.721875,True,49-72m,3,1
8714-CTZJW,Female,False,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.85,319.6,No,79.9,True,0-12m,2,0
3569-EDBPQ,Female,False,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,1938.05,No,80.75208333333333,True,13-24m,2,0
3131-NWVFJ,Female,False,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,294.5,No,21.035714285714285,False,13-24m,0,0
7521-YXVZY,Male,False,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.3,No,19.433333333333334,False,0-12m,0,0
5419-CONWX,Female,True,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,Yes,110.7125,True,0-12m,4,1
6240-EURKS,Female,False,No,Yes,18,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.0,553.0,Yes,30.72222222222222,False,13-24m,1,1
2373-NTKOD,Male,False,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,546.45,No,68.30625,False,0-12m,2,0
1970-KKFWL,Female,False,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.3,797.1,No,22.774285714285714,False,25-48m,0,0
6960-HVYXR,Female,False,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76.0,Yes,76.0,True,0-12m,0,1
